ItemNumber,PropertyCode,PropertyDescription,ValueCode,ValueDescription,UserInputed
82-422-109               ,1773,Cable_Features                                    ,,,"Compliant with all of the following new features from the latest HDMI specification  1. 4096x2160P@60Hz, which is 4 times the clarity of 1080P/60Hz video resolution  2. Up to 32 audio channels for a multi-dimensional immersive audio experience  3. Up to 1536kHz audio sample frequency for the highest audio fidelity  4. Simultaneous delivery of dual video streams to multiple users on the same screen  5. Simultaneous delivery of multi-stream audio to multiple users (up to 4)  6. Support for the wide angle theatrical 21:9 video aspect ratio  7. Dynamic synchronization of video and audio streams  8. CEC extensions provides expanded command and control of consumer electronics devices through a single control point    Backwards compliant with previous HDMI Specification,features  1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz  2. Support for 4K x 2K at 30Hz Resolution - Support resolution up to 3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz,4 timesthe resolution of 1080P/30Hz  3. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps  4. Audio Return Channel - Adds an audio channel that enables ※upstream§audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home  5. 3D Video up to 1080P - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth  6. Deep Color up to 16-bits per channel (48-bit total)  7. x.v.Color?  8. High definition multichannel audio, including DTS-HD Master Audio and Dolby TrueHD?"
82-422-109               ,1774,Cable_Length                                      ,12127,5 - 10 ft.,6 ft.
82-422-109               ,1707,Cable_Model                                       ,,,EA-HDAC-6-BK
82-422-109               ,1772,Cable_Specifications                              ,,,Connector finish: Gold Plated  Conductor: Tinned Copper  Gauge: 28AWG  Ferrite Cores: Two  OD: 7.3mm  Fire Flame: VW-1
82-422-109               ,5729,Cable_Terminal Gender                             ,37846,M-M,
82-422-109               ,1775,Cable_Type                                        ,22877,HDMI to HDMI,
82-422-109               ,36865,Group_Cable Length                                ,446925,6 ft.,
82-422-110               ,10897,A/V Cable_Shielding                               ,57115,Triple-shielded,
82-422-110               ,1769,Cable_Brand                                       ,300315,Coboc,
82-422-110               ,1770,Cable_Color                                       ,12169,Black,
82-422-110               ,7341,Cable_Connector Detail                            ,,,HDMI A Male to A Male
82-422-110               ,1773,Cable_Features                                    ,,,"Compliant with all of the following new features from the latest HDMI specification  1. 4096x2160P@60Hz, which is 4 times the clarity of 1080P/60Hz video resolution  2. Up to 32 audio channels for a multi-dimensional immersive audio experience  3. Up to 1536kHz audio sample frequency for the highest audio fidelity  4. Simultaneous delivery of dual video streams to multiple users on the same screen  5. Simultaneous delivery of multi-stream audio to multiple users (up to 4)  6. Support for the wide angle theatrical 21:9 video aspect ratio  7. Dynamic synchronization of video and audio streams  8. CEC extensions provides expanded command and control of consumer electronics devices through a single control point    Backwards compliant with previous HDMI Specification,features  1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz  2. Support for 4K x 2K at 30Hz Resolution - Support resolution up to 3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz,4 timesthe resolution of 1080P/30Hz  3. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps  4. Audio Return Channel - Adds an audio channel that enables ※upstream§audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home  5. 3D Video up to 1080P - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth  6. Deep Color up to 16-bits per channel (48-bit total)  7. x.v.Color?  8. High definition multichannel audio, including DTS-HD Master Audio and Dolby TrueHD?"
82-422-110               ,1774,Cable_Length                                      ,12127,5 - 10 ft.,10 ft.
82-422-110               ,1707,Cable_Model                                       ,,,EA-HDAC-10-BK
82-422-110               ,1772,Cable_Specifications                              ,,,Connector finish: Gold Plated  Conductor: Tinned Copper  Gauge: 28AWG  Ferrite Cores: Two  OD: 7.3mm  Fire Flame: VW-1
82-422-110               ,5729,Cable_Terminal Gender                             ,37846,M-M,
82-422-110               ,1775,Cable_Type                                        ,22877,HDMI to HDMI,
82-422-110               ,36865,Group_Cable Length                                ,446931,10 ft.,
82-422-111               ,10897,A/V Cable_Shielding                               ,57115,Triple-shielded,
82-422-111               ,1769,Cable_Brand                                       ,300315,Coboc,
82-422-111               ,1770,Cable_Color                                       ,12169,Black,
82-422-111               ,7341,Cable_Connector Detail                            ,,,HDMI A Male to A Male
82-422-111               ,1773,Cable_Features                                    ,,,"1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz,High speed HDMI with Etherent Certified(Cat2).Compatible with resolutions 480p, 720p, 1080i, and 1080P.    2. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps    3. Audio Return Channel - Adds an audio channel that enables ""upstream""audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home    4.3D support for up to 1080presolution - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth    5. Support for 4K x 2K Resolution - Same resolution as many state of the artdigital theaters Up to 4 timesthe resolution of 1080P,3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz    6. Deep Color - HDMI supports 30-bit, 36-bit and 48-bit (RGB or YCbCr) color depths    7.High Definition Audio -  HDMI supports a full range of high definition audio types, including SDolby TrueHD DTS-HD Master Audio 7.1 & 5.1 Surround sound.    8 Fully HDCP compliant to Provide highest level of signal quality"
82-422-111               ,1774,Cable_Length                                      ,12128,11 - 15 ft.,15 ft.
82-422-111               ,1707,Cable_Model                                       ,,,EA-HDAC-15-BK
82-422-111               ,1772,Cable_Specifications                              ,,,Connector finish: Gold Plated  Conductor: Tinned Copper  Gauge: 28AWG  Ferrite Cores: Two  OD: 7.3mm  Fire Flame: VW-1
82-422-111               ,5729,Cable_Terminal Gender                             ,37846,M-M,
82-422-111               ,1775,Cable_Type                                        ,22877,HDMI to HDMI,
82-422-111               ,36865,Group_Cable Length                                ,446934,15 ft.,
82-422-112               ,10897,A/V Cable_Shielding                               ,57115,Triple-shielded,
82-422-112               ,1769,Cable_Brand                                       ,300315,Coboc,
82-422-112               ,1770,Cable_Color                                       ,12169,Black,
82-422-112               ,7341,Cable_Connector Detail                            ,,,HDMI A Male to A Male
82-422-112               ,1773,Cable_Features                                    ,,,"1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz,High speed HDMI with Etherent Certified(Cat2).Compatible with resolutions 480p, 720p, 1080i, and 1080P.    2. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps    3. Audio Return Channel - Adds an audio channel that enables ""upstream"" audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home    4.3D support for up to 1080presolution - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth    5. Support for 4K x 2K Resolution - Same resolution as many state of the artdigital theaters Up to 4 timesthe resolution of 1080P,3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz    6. Deep Color - HDMI supports 30-bit, 36-bit and 48-bit (RGB or YCbCr) color depths    7.High Definition Audio -  HDMI supports a full range of high definition audio types, including SDolby TrueHD DTS-HD Master Audio 7.1 & 5.1 Surround sound.    8 Fully HDCP compliant to Provide highest level of signal quality     9. CL2 fire safety rated"
82-422-112               ,1774,Cable_Length                                      ,12128,11 - 15 ft.,15 ft.
82-422-112               ,1707,Cable_Model                                       ,,,EA-CL2-HDAC-15-BK
82-422-112               ,1772,Cable_Specifications                              ,,,Connector finish:Gold Plated  Conductor:Tinned Copper  Gauge: 24AWG  OD:9.5mm  Fire Flame:CL2 for in-wall installation
82-422-112               ,5729,Cable_Terminal Gender                             ,37846,M-M,
82-422-112               ,1775,Cable_Type                                        ,22877,HDMI to HDMI,
82-422-112               ,36865,Group_Cable Length                                ,446934,15 ft.,
82-422-113               ,10897,A/V Cable_Shielding                               ,57115,Triple-shielded,
82-422-113               ,1769,Cable_Brand                                       ,300315,Coboc,
82-422-113               ,1770,Cable_Color                                       ,12169,Black,
82-422-113               ,7341,Cable_Connector Detail                            ,,,HDMI A Male to A Male
82-422-113               ,1773,Cable_Features                                    ,,,"1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz,High speed HDMI with Etherent Certified(Cat2).Compatible with resolutions 480p, 720p, 1080i, and 1080P.    2. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps    3. Audio Return Channel - Adds an audio channel that enables ""upstream"" audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home    4.3D support for up to 1080presolution - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth    5. Support for 4K x 2K Resolution - Same resolution as many state of the artdigital theaters Up to 4 timesthe resolution of 1080P,3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz    6. Deep Color - HDMI supports 30-bit, 36-bit and 48-bit (RGB or YCbCr) color depths    7.High Definition Audio -  HDMI supports a full range of high definition audio types, including SDolby TrueHD DTS-HD Master Audio 7.1 & 5.1 Surround sound.    8 Fully HDCP compliant to Provide highest level of signal quality     9. CL2 fire safety rated"
82-422-113               ,1774,Cable_Length                                      ,12130,21 - 25 ft.,25 ft.
82-422-113               ,1707,Cable_Model                                       ,,,EA-CL2-HDAC-25-BK
82-422-113               ,1772,Cable_Specifications                              ,,,Connector finish:Gold Plated  Conductor:Tinned Copper  Gauge: 24AWG  OD:9.5mm  Fire Flame:CL2 for in-wall installation
82-422-113               ,5729,Cable_Terminal Gender                             ,37846,M-M,
82-422-113               ,1775,Cable_Type                                        ,22877,HDMI to HDMI,
82-422-113               ,36865,Group_Cable Length                                ,446965,25 ft.,
82-422-114               ,10897,A/V Cable_Shielding                               ,57115,Triple-shielded,
82-422-114               ,1769,Cable_Brand                                       ,300315,Coboc,
82-422-114               ,1770,Cable_Color                                       ,12169,Black,
82-422-114               ,7341,Cable_Connector Detail                            ,,,HDMI A Male to A Male
82-422-114               ,1773,Cable_Features                                    ,,,"1. 1080P Resolution - Supports High Speed 10.2 Gbps at 340 MHz,High speed HDMI with Etherent Certified(Cat2).Compatible with resolutions 480p, 720p, 1080i, and 1080P.    2. HDMI Ethernet Channel - Consolidation of HD video, audio, and datain a single cable.Enables high speed bi-directionalcommunication.Enables IP-based applications over HDMI.Transfer speeds up to 100Mbps    3. Audio Return Channel - Adds an audio channel that enables ""upstream"" audio connections via HDMI Simplifiesthe audio connection between the TV and Audio/Video Receiver.Helps reduceyet another cable within the home    4.3D support for up to 1080presolution - Supports many 3D techniques,as Full side-by-side,Half side-by-side,Frame alternative,Field alternative,Line alternative,Left + Depth,Left + Depth + Gfx + Gfx Depth    5. Support for 4K x 2K Resolution - Same resolution as many state of the artdigital theaters Up to 4 timesthe resolution of 1080P,3840x2160@24Hz /@25Hz /@30Hz,4096x2160@24Hz    6. Deep Color - HDMI supports 30-bit, 36-bit and 48-bit (RGB or YCbCr) color depths    7.High Definition Audio -  HDMI supports a full range of high definition audio types, including SDolby TrueHD DTS-HD Master Audio 7.1 & 5.1 Surround sound.    8 Fully HDCP compliant to Provide highest level of signal quality     9. CL2 fire safety rated"
